county,year,pop_m_0,pop_m_1,pop_m_5,pop_m_10,pop_m_15,pop_m_20,pop_m_25,pop_m_30,pop_m_35,pop_m_40,pop_m_45,pop_m_50,pop_m_55,pop_m_60,pop_m_65,pop_m_70,pop_m_75,pop_m_80,pop_m_85,pop_m_90,pop_f_0,pop_f_1,pop_f_5,pop_f_10,pop_f_15,pop_f_20,pop_f_25,pop_f_30,pop_f_35,pop_f_40,pop_f_45,pop_f_50,pop_f_55,pop_f_60,pop_f_65,pop_f_70,pop_f_75,pop_f_80,pop_f_85,pop_f_90,male_total,female_total,total_population,children_under_5,working_age,elderly_65plus,sex_ratio,dependency_ratio,child_dependency_ratio,elderly_dependency_ratio,pct_children,pct_elderly,county_area_km2
Makueni,2025,11049.0942,42229.2806,57195.2476,68328.2980,72493.0446,50069.3784,37444.0890,34549.0810,34702.5976,29826.8661,26925.6877,21017.0515,16914.4243,14220.9589,10172.4330,5688.1070,3736.3493,1940.0181,1026.5538,630.8100,10742.4306,41062.2483,55334.8987,67452.4233,68669.4395,43202.6069,36169.9336,35536.8501,36234.6811,30850.7692,30034.9084,22307.7814,18919.5765,16561.9917,13325.2633,7816.1905,5227.0779,3763.4512,2296.8206,1264.5358,540159.3708,546773.8786,1086933.2494,105083.0536,676651.7176,56887.6106,98.7900,23.9400,15.5300,8.4100,9.6700,5.2300,8175.3630
Mandera,2021,16968.3638,66455.4279,84191.9341,81323.6012,63659.6895,40021.6322,29001.2699,24153.7724,16177.6316,15834.1568,9172.8971,8669.6355,4671.2692,4526.8098,1928.0211,1695.5617,830.8224,452.8683,353.1693,302.6691,19572.6576,76717.6282,92613.3956,74513.6249,55528.7668,38614.4125,29691.8636,22719.5111,17741.4049,13856.7022,7544.3342,6523.8765,3599.9634,3224.6211,1391.6007,1326.5343,528.5816,313.0740,348.0496,450.7949,470391.2029,466821.3977,937212.6006,179714.0774,414934.2203,9921.7469,100.7600,45.7000,43.3100,2.3900,19.1800,1.0600,25772.5960
Mandera,2022,17237.9264,66723.6544,84117.6249,82642.8844,65684.0312,41526.7275,29571.5204,24580.6283,16758.5330,16499.0155,9521.0171,9038.6009,4915.2093,4784.2246,2047.8304,1713.2803,872.3110,457.8372,359.1995,310.4829,19897.0142,77066.6614,92541.2092,75645.7979,57204.2503,39999.1355,30420.3210,23279.7418,18426.2357,14403.0409,7800.6425,6788.7846,3782.9922,3415.6243,1485.0624,1371.1979,539.9071,317.2477,361.6538,469.6623,479362.5391,475216.1827,954578.7218,180925.2563,428400.2766,10305.6724,100.8700,44.6400,42.2300,2.4100,18.9500,1.0800,25772.5960
Mandera,2023,17517.8402,67401.7230,84357.4359,83453.2495,67968.6893,43231.8775,30363.8976,24946.5021,17354.0243,17184.7091,9883.3852,9395.3689,5141.2567,5059.5850,2182.7236,1748.8400,938.3751,467.9785,347.7677,291.6821,20210.3341,77831.4875,92821.5464,76275.3150,58947.8007,41436.3065,31355.9047,23872.8895,19218.6904,15009.7854,8089.7776,7048.0073,3948.4864,3599.2146,1580.6375,1431.6750,553.7045,318.4445,361.0711,454.0496,489236.9111,484365.1280,973602.0392,182961.3847,443056.1586,10676.9491,101.0100,43.7100,41.3000,2.4100,18.7900,1.1000,25772.5960
Mandera,2024,17794.3700,68222.4122,84867.5976,83698.0105,70265.9120,44923.8047,31343.9238,25292.8043,17921.6362,17879.2083,10276.8168,9754.8734,5366.7089,5342.7924,2323.9212,1788.4229,1013.4744,484.5708,338.2821,276.4237,20532.1441,78758.2065,93393.9733,76427.7739,60711.7549,42828.5176,32418.2226,24444.3282,20014.8140,15636.8566,8403.6600,7308.3589,4113.4268,3786.0499,1679.6670,1500.4895,573.5923,320.3696,360.5125,443.2358,499175.9663,493655.9539,992831.9202,185307.1329,458034.4701,11102.9618,101.1200,42.8800,40.4600,2.4200,18.6600,1.1200,25772.5960
Mandera,2025,18133.6344,69290.8353,85371.9311,83668.0922,72390.1276,46622.6637,32458.3607,25648.8799,18442.6686,18591.9690,10696.0923,10109.0755,5588.8309,5622.3105,2463.8125,1824.6576,1091.0194,505.5167,328.6302,257.6788,20929.8655,79989.4814,93962.2460,76343.0096,62331.6963,44185.0073,33562.7452,25037.1043,20807.3951,16315.1735,8742.3379,7566.6797,4276.5912,3969.9159,1776.9636,1568.7307,596.7266,322.5163,357.7742,427.7024,509106.7870,503069.6628,1012176.4498,188343.8166,472965.6251,11521.7292,101.2000,42.2600,39.8200,2.4400,18.6100,1.1400,25772.5960
Marsabit,2021,8786.7722,34425.9283,45343.5959,43668.1443,38827.4529,28493.7703,22848.0441,18136.9901,12502.4516,10724.7756,7462.9891,7036.5399,4450.1506,3842.5829,1996.0169,2057.4686,880.8200,468.0986,420.0198,384.7307,8436.3042,33077.2052,43705.2574,39091.4358,30929.9575,23602.4792,18685.9132,14595.2299,10416.5653,8430.0005,6749.7768,6287.3704,4150.3156,3468.3943,1933.9946,1787.2096,795.5266,488.4496,466.1048,516.6691,292757.3424,257614.1597,550371.5021,84726.2098,281641.7499,12195.1090,113.6400,34.4100,30.0800,4.3300,15.3900,2.2200,75773.7380
Marsabit,2022,8907.9536,34491.2029,45201.1788,44282.6579,39976.9355,29501.4743,23240.9730,18418.0495,12922.4076,11150.3105,7728.6633,7319.5408,4673.1583,4052.8114,2116.3605,2073.7012,922.9592,472.2591,426.1965,393.7172,8557.8936,33155.2259,43571.5605,39599.9897,31795.3191,24397.8009,19099.6210,14925.2094,10795.0401,8743.6397,6964.6726,6530.0827,4354.2394,3667.6091,2061.4559,1843.5474,811.0721,494.1818,483.4401,537.1785,298272.5111,262388.7794,560661.2906,85112.2759,290257.5582,12636.0696,113.6800,33.6800,29.3200,4.3500,15.1800,2.2500,75773.7380
Marsabit,2023,9036.2776,34776.9317,45240.0362,44628.4890,41288.1801,30653.7754,23813.8965,18654.6027,13354.9525,11590.7841,8006.4945,7593.0927,4879.1410,4278.3042,2252.3056,2112.0418,991.1227,481.7954,411.6736,369.0349,8676.3180,33419.7683,43615.4140,39848.7112,32701.1278,25227.1162,19647.4669,15276.7133,11237.7082,9094.6723,7209.5270,6767.7094,4537.8919,3858.7417,2191.7768,1921.4935,830.2865,495.2097,481.7193,518.2813,304412.9324,267557.6534,571970.5857,85909.2957,299671.8984,13056.7412,113.7700,33.0200,28.6700,4.3600,15.0200,2.2800,75773.7380
Marsabit,2024,9160.9393,35131.4853,45419.8689,44665.6630,42598.5061,31789.3862,24531.8120,18871.8455,13763.1464,12034.5329,8307.3423,7866.9686,5083.0910,4509.0562,2393.8895,2154.8144,1068.4573,497.8676,399.4740,348.9175,8796.6859,33749.5561,43792.7921,39843.0550,33612.0481,26023.4879,20272.3990,15609.7453,11679.8784,9455.8365,7474.4344,7004.7540,4719.5407,4052.0881,2325.9882,2010.1204,858.4425,497.2368,479.9796,504.8894,310597.0639,272762.9583,583360.0222,86838.6666,309259.8996,13540.0771,113.8700,32.4600,28.0800,4.3800,14.8900,2.3200,75773.7380
Marsabit,2025,9318.9201,35616.6166,45601.3451,44560.3080,43804.8860,32930.1594,25354.6888,19096.4084,14135.8291,12490.1801,8628.7294,8136.3902,5283.5641,4736.3002,2533.8223,2193.7078,1148.1096,518.4031,387.2017,324.5371,8950.4846,34212.6566,43972.7347,39717.2836,34444.4838,26798.7462,20948.3339,15955.6029,12119.9043,9847.6016,7760.9680,7239.5753,4898.8603,4241.8807,2457.4549,2097.9250,891.3896,499.6102,475.4222,486.2321,316800.1071,278017.1507,594817.2578,88098.6779,318853.0927,14013.8157,113.9500,32.0200,27.6300,4.4000,14.8100,2.3600,75773.7380
Meru,2021,18594.7255,72853.0340,90286.1593,96561.4666,84367.1425,69247.9577,59067.5123,59981.4520,59086.2676,47095.9940,37665.9055,28429.4964,23320.3372,16188.5620,11106.9361,7880.9328,4177.5895,2294.5724,1273.8388,761.4136,18370.5984,72027.9889,89088.8825,97391.1644,89262.5411,67544.5371,56395.8487,57849.5206,56797.6145,43809.0577,38539.7812,27932.3752,24738.7910,18008.7111,12994.4489,9590.9303,5642.2849,4186.7489,2869.4888,1823.0334,790241.2955,794864.3480,1585105.6435,181846.3468,965329.4053,64602.2185,99.4200,25.5300,18.8400,6.6900,11.4700,4.0800,6978.4057
Meru,2022,18773.7696,72691.3630,89642.6759,97532.6453,86521.4519,71412.6667,59843.5981,60661.2652,60820.4429,48760.0450,38843.7052,29447.6831,24382.8988,17000.8855,11725.5382,7909.9629,4358.5490,2304.8561,1287.1707,776.0151,18558.6331,71900.5145,88457.2334,98265.9601,91397.5963,69535.1177,57404.8197,58906.7209,58616.3970,45247.1910,39593.6018,28880.7834,25837.1233,18960.0928,13789.2063,9850.5618,5726.2059,4216.4301,2963.5879,1887.7477,804697.1882,809995.5245,1614692.7127,181924.2802,992074.0861,66795.8316,99.3500,25.0700,18.3400,6.7300,11.2700,4.1400,6978.4057
Meru,2023,18971.2464,73012.6302,89385.2607,97931.8969,89030.0199,73925.6941,61088.6776,61203.6797,62614.1162,50487.3346,40082.5277,30426.8698,25354.3528,17874.6729,12428.1977,8024.8219,4661.6895,2341.8766,1238.4496,724.5886,18743.1457,72195.6211,88212.3704,98517.1376,93655.6803,71623.0181,58820.8420,60054.1751,60781.9108,46877.7061,40818.6925,29806.2834,26813.4120,19867.0216,14600.1501,10225.8923,5836.8949,4207.1139,2941.3961,1814.5070,820808.6035,826412.9710,1647221.5745,182922.6433,1021206.6872,69045.5784,99.3200,24.6700,17.9100,6.7600,11.1000,4.1900,6978.4057
Meru,2024,19161.4794,73482.7984,89416.0075,97662.8236,91526.7174,76385.9045,62699.7500,61683.4244,64285.1767,52219.0718,41429.5907,31401.7866,26309.3535,18764.7436,13157.2391,8156.1742,5005.7741,2410.4192,1197.1664,682.5280,18932.3125,72636.1370,88247.0745,98149.5915,95921.2381,73608.1323,60460.7850,61125.1131,62933.0334,48551.3976,42150.2883,30723.7537,27771.9502,20779.6705,15431.4810,10655.8082,6009.7557,4206.6678,2919.4914,1761.1657,837037.9288,842974.8472,1680012.7760,184212.7272,1050730.8812,71593.6706,99.3000,24.3500,17.5300,6.8100,10.9600,4.2600,6978.4057
Meru,2025,19422.0507,74230.4446,89460.0712,97096.2125,93792.8249,78847.8052,64572.1338,62189.4552,65784.7812,53994.2286,42872.7317,32354.5575,27241.7092,19635.3858,13873.0184,8272.8246,5358.6717,2500.2463,1156.0880,632.5392,19194.0530,73368.0288,88297.1247,97501.3942,97958.1730,75527.0644,62246.3382,62244.9439,65063.0401,50374.0517,43598.1594,31627.7541,28712.4529,21669.5835,16240.1829,11079.5728,6215.4214,4209.6487,2881.0154,1690.1082,853287.7804,859698.1113,1712985.8917,186214.5772,1080307.1745,74109.3376,99.2500,24.1000,17.2400,6.8600,10.8700,4.3300,6978.4057
Migori,2021,18851.8867,73842.4944,94586.1909,95243.3881,74080.3774,51618.8916,40417.4726,36531.3501,29466.7943,22775.9542,17096.7041,12606.7257,9964.1884,7466.1297,4738.9400,3275.0498,1838.8384,980.1244,520.2408,330.5079,18986.5495,74425.6273,95217.2724,97484.4395,78201.6358,60071.3449,47169.7371,41062.1266,27657.8775,23416.1594,19809.9425,15511.4000,13254.8959,10109.1543,6835.3158,4359.5637,3055.8462,1937.8174,965.4635,609.6689,596232.2495,640141.8386,1236374.0881,186106.5579,638288.8625,29447.3768,93.1400,33.7700,29.1600,4.6100,15.0500,2.3800,3200.3001
Migori,2022,19100.8864,73946.1523,94253.9045,96535.3137,76240.9111,53424.7318,41101.8358,37085.9637,30445.5679,23670.0609,17699.9714,13111.1464,10460.1405,7870.5746,5021.1115,3299.6503,1925.9914,988.5814,527.7734,338.1327,19248.8715,74563.4367,94885.9068,98700.0839,80351.3410,62062.6802,48192.0091,41968.3568,28649.9140,24276.6736,20432.3530,16103.5444,13897.4887,10681.8793,7280.2033,4494.6966,3114.1538,1959.5589,1000.9569,633.6696,607048.4016,652497.7779,1259546.1794,186859.3469,657727.1441,30584.4797,93.0300,33.0600,28.4100,4.6500,14.8400,2.4300,3200.3001
Migori,2023,19366.7979,74525.7836,94307.3458,97253.0384,78712.5709,55494.1123,42105.4654,37553.5880,31455.6548,24597.0764,18331.8948,13599.2972,10918.9955,8305.1280,5340.3829,3359.5198,2067.2940,1008.3654,509.8088,316.9151,19505.7854,75124.4765,94949.1121,99280.2769,82607.4641,64143.9148,49554.6515,42937.6331,29813.0447,25241.8731,21143.5259,16684.2884,14476.8111,11231.5918,7735.2197,4682.5746,3186.8658,1962.9983,997.2991,611.4323,619129.0353,665870.8392,1284999.8745,188522.8434,678908.5819,31778.6759,92.9800,32.4500,27.7700,4.6800,14.6700,2.4700,3200.3001
Migori,2024,19627.2212,75261.6296,94664.7348,97315.4361,81190.1135,57539.6601,43369.5176,37986.7913,32412.3345,25533.7966,19018.2033,14089.4374,11374.7309,8750.9086,5673.4322,3426.8000,2227.6947,1041.8961,494.7883,299.6544,19769.3822,75840.9725,95313.2874,99244.1617,84884.7363,66148.9679,51117.0448,43859.8619,30978.1558,26237.8022,21915.4437,17265.5539,15051.6489,11788.8385,8204.2350,4896.9272,3293.9814,1970.7277,993.7383,595.7545,631298.7812,679371.2219,1310670.0031,190499.2055,700513.5479,33119.6298,92.9200,31.9200,27.1900,4.7300,14.5300,2.5300,3200.3001
Migori,2025,19958.4766,76275.6755,95024.7890,97070.4457,83467.8160,59594.0171,44817.4298,38435.1601,33285.6154,26495.4021,19751.0939,14571.2911,11822.8182,9190.0855,6002.4634,3487.9398,2392.7456,1084.7328,479.6747,278.7433,20107.5848,76855.5447,95682.6346,98912.3998,86962.2960,68100.5029,52806.9197,44818.8697,32137.2652,27317.8819,22750.2014,17841.5405,15619.4252,12335.8963,8663.2524,5109.3873,3419.2052,1979.9403,984.3760,573.8848,643486.4156,692979.0088,1336465.4244,193197.2817,722121.5280,34456.3456,92.8600,31.5300,26.7500,4.7700,14.4600,2.5800,3200.3001
Mombasa,2021,17758.3001,69575.9691,72210.0722,61456.7300,53451.0524,74050.6966,79989.2642,70342.8725,57498.0533,45689.9037,35293.1016,24620.0271,15729.7332,8778.5541,4573.2017,2468.3484,1177.3868,462.0228,175.2750,91.1095,17304.1542,67846.6424,73069.8964,63704.0907,62325.1479,82947.0011,79503.6808,63755.8411,51034.2341,36712.7622,25763.5134,17534.3225,11693.8400,7645.6745,4426.3675,2509.6978,1421.2432,802.3469,404.4706,281.2006,695391.6743,670686.1280,1366077.8022,172485.0658,904359.2763,18792.6708,103.6800,21.1500,19.0700,2.0800,12.6300,1.3800,267.1870
Mombasa,2022,17940.6267,69465.4645,71736.6825,62107.7436,54846.3521,76417.1556,81103.1743,71202.1861,59236.9048,47346.3323,36428.4815,25524.2266,16460.2773,9225.8968,4831.1169,2478.6538,1228.9155,464.2840,177.1778,92.8952,17492.4563,67769.8943,72594.4983,64310.6410,63848.7985,85448.4108,80989.3856,64973.8465,52709.0976,37947.5016,26488.4746,18144.2387,12222.1206,8054.6131,4699.6676,2578.5542,1443.0479,808.4628,417.9246,291.3087,708314.5481,683232.9434,1391547.4915,172668.4418,928617.4750,19512.0092,103.6700,20.7000,18.5900,2.1000,12.4100,1.4000,267.1870
Mombasa,2023,18128.8072,69770.4248,71524.3705,62353.6062,56430.7211,79108.2544,82800.8316,71853.8937,60996.2880,49034.4935,37598.0159,26378.5983,17119.1671,9700.8817,5120.6966,2514.2584,1314.1105,471.6349,170.4294,86.7201,17665.9648,68046.4909,72388.0194,64466.6062,65416.9837,88015.5214,82997.8566,66249.6332,54662.5923,39319.7001,27311.1255,18728.3963,12685.0808,8439.7430,4975.5993,2676.0718,1470.6988,806.5946,414.7213,279.9490,722476.2037,697017.3489,1419493.5526,173611.6876,954847.7782,20301.4845,103.6500,20.3100,18.1800,2.1300,12.2300,1.4300,267.1870
Mombasa,2024,18306.0387,70202.2496,71526.7908,62160.0699,57994.5433,81725.6431,84977.1706,72417.1327,62623.8303,50717.1913,38861.5847,27224.1128,17763.6379,10182.7363,5420.0648,2554.5022,1410.5302,485.2354,164.6755,81.6519,17839.9328,68445.0889,72394.9157,64203.3427,66975.1863,90437.1309,85304.9365,67427.2191,56591.7284,40719.9903,28199.4575,19303.8362,13137.1196,8825.5197,5257.3783,2787.2584,1513.7126,806.2738,411.4787,271.6081,736799.3921,710853.1146,1447652.5067,174793.3100,981409.7076,21164.3700,103.6500,19.9700,17.8100,2.1600,12.0700,1.4600,267.1870
Mombasa,2025,18544.5726,70876.7529,71517.4750,61758.1064,59393.2082,84318.6422,87480.7348,72988.7832,64064.7076,52426.1170,40203.1931,28042.2075,18387.5364,10650.9319,5712.2682,2589.4255,1508.9711,502.9840,158.9160,75.6203,18076.5343,69096.3850,72391.6987,63736.7854,68351.8888,92748.6039,87790.4520,68637.6471,58483.9377,42232.4325,29156.9445,19865.2031,13576.7990,9198.9706,5529.8156,2895.9927,1564.5685,806.4087,405.7992,260.4725,751201.1539,724807.3397,1476008.4935,176594.2447,1007998.9410,22011.2423,103.6400,19.7000,17.5200,2.1800,11.9600,1.4900,267.1870
Murang'a,2021,11860.7523,46469.7260,57670.5945,58217.5681,55604.6656,39924.4282,32600.2855,36284.9034,37558.4305,32753.4669,29424.7174,24938.9633,20537.7515,13521.5274,10332.6877,8162.0082,4462.0345,2301.6647,1151.6287,606.0302,11601.5004,45487.5067,56679.8240,56940.0070,52495.4971,36661.7509,32110.6750,34088.3659,37655.3400,32354.5509,30409.0764,27566.6471,22722.6942,15084.4716,12207.0908,9132.3242,7462.5081,5425.7229,2662.0862,1277.7341,524383.8347,530025.3732,1054409.2079,115419.4855,644298.2086,65183.5202,98.9400,28.0300,17.9100,10.1200,10.9500,6.1800,2525.4404
Murang'a,2022,11958.0831,46301.2695,57176.6451,58716.8173,56944.7473,41120.7986,32989.3307,36654.4629,38616.9588,33873.6977,30312.9114,25806.3294,21452.7737,14185.4431,10896.1574,8182.4816,4650.1276,2309.5400,1162.4323,616.9348,11703.8179,45343.3464,56196.6921,57367.0373,53673.9015,37693.4576,32646.2350,34670.6097,38815.5001,33378.9272,31207.3306,28475.4717,23708.3814,15863.7955,12939.2402,9368.0080,7565.4969,5458.7508,2746.2426,1321.3726,533927.9422,540143.6152,1074071.5574,115306.5169,662091.0639,67216.7848,98.8500,27.5700,17.4200,10.1500,10.7400,6.2600,2525.4404
Murang'a,2023,12067.9082,46444.4834,56934.6808,58875.3474,58518.6323,42518.3546,33638.8193,36943.5666,39714.3972,35038.3393,31249.2898,26639.9003,22287.6463,14900.3004,11537.2847,8292.2086,4968.3457,2344.3048,1117.3001,575.4192,11804.6523,45469.6468,55964.9452,57433.7251,54925.6479,38778.8427,33414.8473,35307.6773,40205.8126,34545.6287,32141.1354,29362.1205,24581.9740,16605.4792,13685.8886,9713.7161,7704.1077,5441.6001,2722.7361,1268.5498,544606.5290,551078.7334,1095685.2624,115786.6907,681318.4118,69371.4615,98.8300,27.1800,16.9900,10.1800,10.5700,6.3300,2525.4404
Murang'a,2024,12171.4548,46676.5931,56869.9823,58625.1415,60073.5700,43877.6541,34484.6846,37190.4887,40727.6468,36199.9883,32264.8383,27465.4155,23104.2562,15625.7143,12200.2514,8417.7761,5328.8976,2410.2606,1078.8437,541.3617,11906.7967,45681.8835,55904.3855,57133.1426,56171.7888,39801.8100,34305.3212,35894.6742,41579.1757,35737.8982,33153.3894,30236.2179,25435.0811,17348.5264,14448.4715,10109.2497,7923.5607,5435.3606,2699.2390,1229.6042,555334.8197,562135.5769,1117470.3966,116436.7281,700678.1396,71822.8769,98.7900,26.8700,16.6200,10.2500,10.4200,6.4300,2525.4404
Murang'a,2025,12319.5570,47084.9464,56814.8867,58198.1988,61473.9456,45235.5060,35472.9314,37453.5761,41631.0854,37389.9954,33353.6714,28270.4990,23899.8910,16333.7503,12849.6951,8528.0466,5698.0862,2497.3694,1040.6726,501.1131,12054.4585,46077.3897,55854.6619,56671.1527,57281.5703,40787.3177,35277.0249,36509.7917,42936.3071,37037.7507,34255.4423,31095.9610,26270.4411,18071.2671,15188.3956,10498.1273,8185.8733,5433.6369,2660.5292,1178.4280,566047.4234,573325.5271,1139372.9505,117536.3516,720037.7256,74259.9733,98.7300,26.6400,16.3200,10.3100,10.3200,6.5200,2525.4404
Nairobi,2021,67357.3491,263902.1065,258262.6089,213555.0074,191052.2064,304430.8116,341795.8177,303378.5667,236426.9038,168651.3930,123159.0780,87101.7453,53681.4573,26602.6332,13117.2982,7118.9974,3092.0271,1250.0549,514.5654,270.4688,66052.9307,258982.2939,260578.0039,226762.3346,240810.1902,362886.9391,348696.1887,273612.5409,213191.9266,140704.4552,95049.8944,66093.6516,39048.3262,21244.5323,11629.5154,6448.6209,3837.8680,2252.3724,1113.2278,707.3853,2664721.0965,2639703.1980,5304424.2946,656294.6802,3637619.2581,51352.4014,100.9500,19.4500,18.0400,1.4100,12.3700,0.9700,711.1181
Nairobi,2022,68044.7067,263466.6687,256550.1570,215800.2278,196023.3021,314129.3281,346529.4860,307063.9904,243556.2397,174744.5887,127103.1675,90286.3693,56164.2886,27952.4067,13852.2296,7146.1838,3225.8588,1255.5153,519.8908,275.6348,66767.5173,258673.0849,258863.4113,228901.5173,246685.2492,373810.9584,355195.9945,278821.8810,220172.9612,145420.4889,97713.2750,68386.0700,40807.2223,22375.1757,12344.1418,6623.6581,3895.3760,2268.7159,1149.8858,732.6156,2713690.2402,2689609.2001,5403299.4403,656951.9776,3732942.4432,53289.7062,100.9000,19.0300,17.6000,1.4300,12.1600,0.9900,711.1181
Nairobi,2023,68749.2320,264587.9060,255753.5993,216622.4422,201655.4333,325138.7789,353731.9413,309832.2766,250752.1846,180942.4548,131158.0545,93289.1434,58399.0743,29384.0323,14676.8567,7246.0067,3447.8229,1274.7050,499.8269,257.1777,67420.7410,259693.9902,258089.9887,229420.9968,252713.8332,384994.2189,363961.8747,284259.0042,228301.7924,150653.2577,100730.7305,70576.9280,42345.2271,23437.8811,13064.6127,6871.8451,3968.4441,2262.5511,1140.6465,703.8179,2767398.9495,2744612.3819,5512011.3313,660451.8692,3836258.1217,55414.3135,100.8300,18.6600,17.2200,1.4400,11.9800,1.0100,711.1181
Nairobi,2024,69410.8004,266185.0793,255720.7660,215914.8721,207209.7469,335837.4626,362970.6802,312212.6473,257399.7312,187115.3299,135537.7821,96258.5616,60583.2940,30835.5667,15528.8145,7359.0615,3698.9830,1310.7433,482.6930,242.0173,68074.3174,261175.4592,258073.2112,228445.2303,258698.6390,395532.0210,374028.0087,289268.2309,236322.8467,155989.8272,103988.1605,72733.4281,43845.7496,24501.4992,13799.7979,7154.8522,4082.8183,2260.6815,1131.2798,682.6114,2821814.6328,2799788.6699,5621603.3027,664845.6562,3940869.2133,57734.3536,100.7900,18.3400,16.8700,1.4700,11.8300,1.0300,711.1181
Nairobi,2025,70298.5060,268678.6029,255624.3514,214465.5953,212154.3198,346403.6135,373572.0459,314601.5187,263255.8008,193366.9970,140176.6761,99121.8911,62691.3771,32242.4117,16358.3756,7456.0963,3954.8714,1357.8253,465.5182,223.9998,68960.7099,263597.8616,257998.5964,226727.7130,263957.7228,405549.6195,384839.5487,294391.1671,244165.9624,161740.2897,107489.9887,74829.2503,45300.1857,25528.0329,14508.6621,7430.6475,4217.8173,2259.8567,1115.1075,654.3337,2876470.3937,2855263.0735,5731733.4672,671535.6803,4045378.4196,60003.1113,100.7400,18.0800,16.6000,1.4800,11.7200,1.0500,711.1181
Nakuru,2021,33049.2399,129484.9669,152656.9700,150544.1561,135371.7543,121147.0711,99564.4518,93555.5927,80777.9602,64474.0453,52973.1948,40351.4732,28965.2358,17437.9444,11496.1760,7830.0706,4186.9719,2110.1935,1022.3673,558.6454,32189.4481,126209.3457,148989.6070,150582.6674,136910.8792,119966.4079,103142.7519,93926.8842,78885.5598,60743.2056,51457.3429,40708.3972,29351.8565,18299.7540,12262.3191,8155.8079,6145.2542,4000.3419,1880.0374,1039.9356,1227558.4813,1224847.8038,2452406.2851,320933.0006,1468011.7630,60688.1209,100.2200,26.0000,21.8600,4.1300,13.0900,2.4700,7475.9726
Nakuru,2022,33409.1787,129359.1455,151760.8019,152250.7106,139007.8128,125094.7402,101006.9537,94750.4784,83267.2898,66852.4423,54715.7566,41864.0371,30335.9664,18343.7720,12156.6031,7871.5182,4375.6335,2123.2411,1034.7534,570.2349,32559.6825,126143.8782,148121.8055,152124.2100,140357.0462,123657.2602,105128.0287,95776.6149,81522.3175,62829.2217,52947.7471,42160.6323,30707.7793,19297.5468,13033.3544,8389.1472,6246.7952,4035.4820,1944.7470,1078.4579,1250151.0702,1248061.7545,2498212.8247,321471.8849,1509623.4439,62859.9678,100.1700,25.4600,21.2900,4.1600,12.8700,2.5200,7475.9726
Nakuru,2023,33793.0318,130055.6723,151473.4613,153024.0000,143182.1013,129623.8394,103213.5324,95703.4344,85818.0424,69302.9736,56532.2053,43312.3822,31588.0557,19313.2216,12902.7647,7996.3513,4686.4376,2160.3779,996.9236,533.1125,32915.0894,126783.6982,147857.7414,152659.0754,143959.0968,127491.6192,107831.4159,97747.8282,84622.7106,65168.8051,54655.5838,43570.8446,31913.4325,20247.3552,13818.2145,8719.3694,6376.1145,4032.2007,1932.6682,1037.8626,1275211.9213,1273340.7262,2548552.6475,323547.4917,1554798.4801,65192.3976,100.1500,25.0000,20.8100,4.1900,12.7000,2.5600,7475.9726
Nakuru,2024,34163.1600,131013.0908,151667.5255,152746.4786,147339.2634,134063.1459,106038.5785,96556.0853,88202.3076,71762.4410,58503.8468,44756.7984,32822.0229,20302.3307,13678.0017,8137.7143,5039.1781,2226.6789,964.9597,502.7802,33277.8569,127674.5730,148055.5006,152228.1189,147572.5565,131144.0167,110946.2146,99594.2487,87705.6568,67571.1603,56508.5562,44971.7234,33100.3996,21204.8617,14624.0382,9096.6903,6573.6163,4037.3236,1920.6879,1008.5290,1300486.3884,1298816.3293,2599302.7176,326128.6807,1600666.2152,67810.1982,100.1300,24.6100,20.3700,4.2400,12.5500,2.6100,7475.9726
Nakuru,2025,34654.7006,132449.1390,151863.9080,151982.0098,151112.4826,138494.1577,109295.2506,97437.2960,90342.8309,74276.4786,60607.4871,46166.7298,34026.3395,21270.1779,14439.6361,8263.6872,5401.0667,2312.5564,932.9555,466.4644,33764.3101,129061.8956,148259.1051,151339.9520,150819.7322,134665.5734,114317.8029,101509.4397,90752.2190,70176.5035,58514.0972,46350.2585,34264.5509,22138.7336,15408.4850,9468.4169,6806.7198,4045.2447,1897.5150,968.8405,1325795.3543,1324529.3957,2650324.7500,329930.0452,1646538.1417,70411.5883,100.1000,24.3100,20.0400,4.2800,12.4500,2.6600,7475.9726
Nandi,2021,11891.3452,46589.5872,61400.8006,64594.0605,58454.4785,42956.9386,33475.1732,32852.3119,27649.5007,22822.6186,19120.6640,14019.1791,11129.5919,7759.3452,4934.7365,3311.6172,2195.3934,1204.3752,547.5604,278.4193,11691.1594,45839.0466,60390.1860,64270.0821,58683.5001,42699.9438,35329.4375,33808.7095,24563.7130,21649.1580,19207.4367,14850.1229,12003.7223,8099.3324,5681.1580,3503.6203,2761.8530,1904.7596,905.2207,503.7908,467187.6975,468345.9528,935533.6502,116011.1384,541134.8779,27732.5047,99.7500,26.5600,21.4400,5.1200,12.4000,2.9600,2829.9055
