county,year,pop_m_0,pop_m_1,pop_m_5,pop_m_10,pop_m_15,pop_m_20,pop_m_25,pop_m_30,pop_m_35,pop_m_40,pop_m_45,pop_m_50,pop_m_55,pop_m_60,pop_m_65,pop_m_70,pop_m_75,pop_m_80,pop_m_85,pop_m_90,pop_f_0,pop_f_1,pop_f_5,pop_f_10,pop_f_15,pop_f_20,pop_f_25,pop_f_30,pop_f_35,pop_f_40,pop_f_45,pop_f_50,pop_f_55,pop_f_60,pop_f_65,pop_f_70,pop_f_75,pop_f_80,pop_f_85,pop_f_90,male_total,female_total,total_population,children_under_5,working_age,elderly_65plus,sex_ratio,dependency_ratio,child_dependency_ratio,elderly_dependency_ratio,pct_children,pct_elderly,county_area_km2
Garissa,2021,16938.1362,66361.4709,94786.2651,92271.1852,73491.5542,52073.4236,33782.1909,27661.0435,22186.1969,22897.1429,14127.1162,15591.9318,6921.3395,7726.6913,2539.0401,3128.5287,1212.7135,703.3789,897.8411,771.9837,15261.5233,59836.7832,82484.0677,72866.5129,59562.6502,44824.7727,38306.4073,28194.3057,26170.8416,20106.5375,11348.0310,10960.0553,4325.6407,5404.0018,1822.4420,2407.5882,958.7781,644.8070,1075.0301,1261.7305,556069.1741,487822.5068,1043891.6809,158397.9136,525661.8747,17423.8618,113.9900,33.4500,30.1300,3.3100,15.1700,1.6700,43851.4490
Garissa,2022,17169.7123,66479.5732,94486.9412,93571.7611,75675.7379,53925.1478,34369.7007,28094.3200,22935.5027,23810.0897,14632.9876,16223.2811,7269.0323,8150.7296,2692.0756,3153.8311,1270.8069,709.6896,911.3437,790.2952,15479.3743,59969.8806,82226.4995,73812.2410,61232.2596,46335.6807,39156.2058,28831.7267,27124.8854,20857.0258,11709.3133,11383.5522,4537.5034,5714.1681,1942.0253,2483.3717,977.3153,652.2777,1115.2306,1312.2144,566322.5595,496852.7515,1063175.3110,159098.5405,541968.8504,18010.4772,113.9800,32.6800,29.3600,3.3200,14.9600,1.6900,43851.4490
Garissa,2023,17412.0664,67011.2025,94553.6962,94294.7507,78159.5861,56034.2485,35217.2272,28455.0098,23702.8195,24751.9462,15159.2900,16831.9426,7588.3263,8604.1829,2864.0777,3212.2470,1364.4359,723.9486,880.5082,740.9787,15688.4301,60428.6482,82290.6756,74261.9911,62971.2861,47902.9669,40274.3716,29505.8018,28236.2696,21693.8370,12118.0789,11795.9084,4726.2104,6010.0100,2063.1926,2587.6128,999.9524,653.3636,1111.3677,1266.3609,577562.4910,506586.3357,1084148.8267,160540.3473,559739.3198,18468.0460,114.0100,31.9800,28.6800,3.3000,14.8100,1.7000,43851.4490
Garissa,2024,17649.0392,67681.9229,94923.5963,94373.6644,80648.6332,58117.6935,36282.1595,28788.8944,24429.0319,25702.9433,15730.5352,17442.8426,7905.0851,9068.9632,3043.4329,3277.6527,1470.7859,748.0815,854.6901,700.8363,15902.5320,61011.3048,82614.4688,74244.4747,64725.8269,49411.8229,41554.0709,30146.8696,29348.9184,22556.7722,12561.5040,12208.1808,4913.1411,6309.7038,2188.0666,2706.4198,1033.4306,655.8273,1107.5445,1234.0273,588840.4839,516434.9070,1105275.3909,162244.7988,577853.5924,19020.7953,114.0200,31.3700,28.0800,3.2900,14.6800,1.7200,43851.4490
Garissa,2025,17951.7261,68610.2326,95305.1521,94159.4056,82947.5735,60215.4134,37505.1971,29136.2518,25094.0976,26681.6097,16342.0214,18045.4432,8217.0015,9527.4810,3220.8372,3337.4274,1580.4460,778.9876,828.7539,652.1494,16178.3889,61840.2435,82950.2622,74009.5294,66334.3918,50884.7072,42941.9138,30815.4910,30458.6825,23494.6960,13042.3391,12617.6422,5097.8675,6604.2957,2310.3988,2824.3485,1072.7446,658.7986,1097.3023,1188.8968,600137.2082,526422.9404,1126560.1486,164580.5911,596004.1171,19551.0912,114.0000,30.8900,27.6100,3.2800,14.6100,1.7400,43851.4490
HomaBay,2021,16802.0531,65829.4501,84338.0032,88839.7665,70069.0897,45912.8623,34286.9494,32720.6667,28433.1300,22088.8857,15161.0281,11718.3125,10391.3062,8370.8313,5744.1415,4143.9276,2202.4794,1152.3200,630.5037,412.5806,16616.9954,65152.4086,84857.1308,89652.5163,71971.0656,52256.7619,42171.3735,40312.8279,27153.7944,23618.5320,19262.1779,15822.9169,14984.5450,12085.5177,8510.4003,5801.9673,3786.6721,2360.7151,1219.5947,751.8153,549248.2876,598349.7288,1147598.0164,164400.9072,598792.5748,36717.1176,91.7900,33.5900,27.4600,6.1300,14.3300,3.2000,4678.8741
HomaBay,2022,17011.7716,65868.9697,83969.6510,89979.8594,72059.9551,47486.1984,34840.0610,33192.3431,29357.1562,22940.5108,15684.5289,12177.0883,10900.0286,8818.9691,6083.1456,4172.0424,2305.1177,1161.2137,639.1627,421.8377,16834.5784,65221.1208,84490.3552,90705.3428,73895.9163,53952.0616,43053.5757,41173.8628,28107.4818,24469.4352,19851.4428,16413.7863,15700.9685,12763.9270,9059.4072,5977.3354,3855.4157,2385.2221,1263.4955,780.7939,559069.6112,609955.5249,1169025.1361,164936.4405,616839.2975,38104.1896,91.6600,32.9200,26.7400,6.1800,14.1100,3.2600,4678.8741
HomaBay,2023,17237.9873,66342.0210,83954.8574,90589.5150,74351.7950,49297.3184,35667.6637,33588.6280,30313.0348,23825.1718,16234.5225,12621.4537,11370.1626,9301.1126,6467.4509,4245.3529,2472.9776,1183.5504,616.8959,395.1023,17048.7775,65669.1844,84484.8097,91179.0464,75925.0796,55728.7837,44243.9596,42099.9184,29231.3858,25427.7542,20528.7035,16993.8158,16346.0282,13415.3714,9621.6106,6223.5641,3942.2631,2387.4979,1257.8076,752.6435,570076.5738,622508.0051,1192584.5788,166297.9702,636511.6632,39566.7169,91.5800,32.3400,26.1300,6.2200,13.9400,3.3200,4678.8741
HomaBay,2024,17459.5424,66956.0014,84214.5926,90585.9798,76649.4029,51085.8877,36716.2003,33954.4854,31216.6539,24718.5712,16832.7494,13067.5459,11836.5583,9795.3104,6868.2583,4328.0760,2663.7920,1222.0711,598.2355,373.3398,17269.0901,66254.9796,84750.9392,91084.5108,77974.4068,57438.0375,45612.5063,42979.7903,30356.4976,26416.6678,21264.9906,17573.9386,16985.2734,14075.4232,10201.2565,6504.8775,4071.9870,2394.9654,1252.2698,732.6444,581143.2540,635195.0525,1216338.3065,167939.6135,656550.8974,41211.7733,91.4900,31.8600,25.5800,6.2800,13.8100,3.3900,4678.8741
HomaBay,2025,17745.4046,67822.3593,84482.4901,90299.4249,78760.8093,52882.7053,37922.0866,34334.8210,32040.1866,25636.4145,17472.6618,13506.3275,12294.9390,10281.7984,7264.1444,4403.1774,2860.3001,1271.5686,579.5127,347.0619,17555.8321,67106.0348,85027.4242,90722.0122,79843.2907,59101.7000,47096.4684,43896.6074,31476.2360,27491.1409,22063.2486,18148.8730,17616.3685,14723.1634,10768.7674,6783.6401,4224.5313,2404.2614,1239.4771,705.0879,592208.1942,647994.1655,1240202.3598,170229.6308,676589.8472,42851.5303,91.3900,31.4900,25.1600,6.3300,13.7300,3.4600,4678.8741
Isiolo,2021,6274.3949,24582.7043,30817.0222,29041.0624,24997.4348,18588.0681,15109.5996,13747.1298,10472.5076,8028.2122,5596.9555,4874.4498,3524.4283,3227.4250,1564.1806,1260.9133,647.5509,337.7011,221.8490,163.8113,6130.8589,24038.0571,29172.8678,26181.8555,21176.5094,16949.9801,13812.5226,11890.9628,9129.8682,6401.2673,4972.2444,4103.0661,3461.0721,2642.0070,1434.4068,1152.1619,611.1232,420.9719,345.9844,305.6764,203077.4009,184333.4640,387410.8650,61026.0153,202705.7108,8466.3309,110.1700,34.2800,30.1100,4.1800,15.7500,2.1900,25435.5253
Isiolo,2022,6358.6107,24620.3154,30713.0327,29444.0593,25733.7114,19243.0021,15366.5439,13957.0936,10821.9092,8345.5675,5795.2704,5070.1046,3700.3484,3403.9077,1658.0945,1270.8397,678.4095,340.6335,225.1395,167.6809,6216.8956,24085.7155,29075.5291,26515.5229,21763.0281,17514.4593,14113.3169,12155.1298,9459.0901,6637.7739,5128.9381,4260.4897,3629.7161,2793.1873,1528.4423,1188.1973,622.8045,425.7330,358.8136,317.8293,206914.2743,187790.6124,394704.8866,61281.5372,208892.5880,8782.6175,110.1800,33.5400,29.3400,4.2000,15.5300,2.2300,25435.5253
Isiolo,2023,6447.2409,24812.8141,30728.9632,29664.9518,26570.8518,19989.6244,15740.4370,14131.5475,11180.3025,8672.9141,6001.8719,5258.5005,3862.2615,3592.7797,1763.9806,1294.1556,728.3034,347.4048,217.4639,157.1884,6299.9805,24266.5208,29093.6568,26672.1870,22374.5332,18100.8747,14511.3264,12435.2051,9843.1877,6901.7120,5306.9526,4414.0226,3780.9455,2937.8179,1624.3631,1238.0067,637.2287,426.3924,357.4546,306.6306,211163.5578,191528.9986,402692.5564,61826.5564,215607.6684,9098.5728,110.2500,32.9000,28.6800,4.2200,15.3500,2.2600,25435.5253
Isiolo,2024,6533.5285,25055.5779,30842.3039,29682.2303,27408.4250,20725.8229,16210.4890,14291.7189,11518.4841,9002.9077,6225.8364,5447.2879,4022.5883,3786.1487,1874.2604,1320.2145,784.9258,358.8920,211.0247,148.6439,6384.6907,24495.6515,29202.2321,26659.7205,22990.0944,18663.8445,14966.5560,12700.4205,10227.0015,7173.4711,5499.7476,4567.2252,3930.4422,3084.1329,1723.1081,1294.6979,658.5103,427.9183,356.0903,298.7033,215451.3109,195304.2589,410755.5698,62469.4486,222442.6450,9456.9894,110.3200,32.3300,28.0800,4.2500,15.2100,2.3000,25435.5253
Isiolo,2025,6643.1739,25389.9924,30955.0770,29603.2241,28177.1890,21463.5351,16748.5192,14456.4959,11826.0356,9341.0218,6464.5843,5632.5262,4179.8207,3976.3216,1983.0605,1343.8055,843.1812,373.5683,204.5297,138.2658,6493.2850,24820.1622,29311.0349,26565.4928,23550.0362,19209.9125,15458.0315,12975.1410,10608.0104,7467.7115,5707.9323,4718.6136,4077.6542,3227.4681,1819.6479,1350.7416,683.3964,429.7054,352.6097,287.6380,219743.9278,199114.2254,418858.1532,63346.6136,229266.5606,9810.1501,110.3600,31.9100,27.6300,4.2800,15.1200,2.3400,25435.5253
Kajiado,2021,21424.7416,83922.2534,93091.1093,77901.4749,63351.7504,72706.2396,74221.1590,66145.6076,53123.3856,37431.7752,29682.5859,22192.0923,13552.9745,8096.3902,4417.6938,2960.5905,1535.8814,751.2432,379.3594,225.4675,20887.0388,81876.5554,91687.9047,81201.6057,68968.9511,82142.6736,75610.5408,61012.3167,47338.1806,33745.5488,25704.8887,19613.4397,12321.6608,8159.8664,4566.0108,3034.2023,1886.5727,1218.6012,723.7014,511.7964,727113.7754,722212.0565,1449325.8319,208110.5892,875122.0275,22211.1205,100.6800,26.3200,23.7800,2.5400,14.3600,1.5300,21992.1165
Kajiado,2022,21679.6915,83931.0689,92656.0329,78867.5936,65116.4627,75125.7416,75341.2355,67031.8252,54794.2687,38834.8425,30680.3822,23044.1039,14206.0077,8523.5901,4673.7105,2979.2218,1606.9233,757.1274,384.5599,230.4948,21148.2418,81921.8858,91261.5081,82118.5282,70766.7580,84719.1250,77111.7918,62252.8623,48949.1481,34928.0911,26471.7636,20334.0904,12901.2937,8610.3184,4856.0430,3124.7901,1920.9670,1231.1284,749.4948,531.3475,740464.8848,735909.1770,1476374.0618,208680.8880,899743.7023,23045.8086,100.6200,25.7500,23.1900,2.5600,14.1300,1.5600,21992.1165
Kajiado,2023,21945.2102,84449.1168,92567.9855,79335.8514,67118.7602,77876.0632,77009.4378,67728.6679,56491.4260,40270.0735,31712.1164,23855.7395,14801.1008,8979.1267,4961.8173,3028.4910,1722.2179,771.4152,371.1979,215.8689,21395.0550,82401.6822,91182.9598,82476.6068,72626.5477,87372.2546,79117.4341,63555.4571,50824.8174,36242.6342,27340.8261,21030.6934,13416.2804,9038.1820,5150.2350,3250.5303,1963.5063,1231.8630,745.8973,512.1263,755211.6839,750875.5892,1506087.2731,210191.0641,926407.6390,23925.1665,100.5800,25.2700,22.6900,2.5800,13.9600,1.5900,21992.1165
Kajiado,2024,22198.8146,85123.6882,92757.7979,79251.9669,69105.1335,80563.2190,79127.5911,68344.5817,58071.8950,41705.4818,32826.5948,24662.4082,15386.3680,9443.4003,5260.7135,3083.6693,1852.5911,795.9756,359.9222,203.9182,21643.6591,83032.0227,91373.2972,82304.4335,74482.5024,89889.4847,81413.5272,64768.0562,52683.4749,37587.5879,28278.9578,21720.9037,13922.6868,9468.9584,5451.5464,3393.5742,2026.4684,1235.0725,742.2401,498.3295,770125.7309,765916.7837,1536042.5146,211998.1846,953452.8135,24904.0210,100.5500,24.8500,22.2300,2.6100,13.8000,1.6200,21992.1165
Kajiado,2025,22526.8606,86092.1756,92930.1076,78902.0654,70900.1502,83231.6383,81552.0953,68968.2393,59481.5906,43164.8790,34009.1754,25445.7769,15955.3842,9896.8928,5553.7556,3132.5671,1985.9761,827.3867,348.5413,189.4857,21968.3502,83968.3789,91548.8054,81870.8461,76140.4483,92300.7964,83881.6974,66013.5590,54510.3649,39038.3369,29288.0673,22397.0649,14417.8364,9888.2625,5743.9408,3534.2230,2099.7398,1239.0030,734.1432,479.3232,785094.7435,781063.1876,1566157.9311,214555.7653,980482.2559,25868.0855,100.5200,24.5200,21.8800,2.6400,13.7000,1.6500,21992.1165
Kakamega,2021,20520.3661,80397.5805,115343.8630,120298.8373,102765.3721,63069.5895,44750.7112,44722.6306,39167.2142,33207.7269,26791.3264,22912.1801,19418.2412,14762.5331,9414.3108,6461.2453,3702.8623,1909.1086,929.0022,516.3829,20621.0669,80851.6919,115753.9014,123946.9706,106074.5847,67142.4568,54234.3460,53319.9413,40260.4070,37110.7031,30238.8424,29000.3323,23822.4429,18399.6237,12121.7579,7470.9113,5891.7502,3554.7432,1463.2627,748.9405,771061.0843,832028.6766,1603089.7609,202390.7054,871171.2053,54184.2779,92.6700,29.4500,23.2300,6.2200,12.6300,3.3800,2440.9824
Kakamega,2022,20756.3044,80367.6678,114731.9543,121730.7973,105586.5291,65164.6216,45424.9282,45320.8276,40399.1352,34453.6147,27688.7427,23785.1826,20348.9493,15537.4406,9959.8827,6498.4654,3871.4882,1921.8655,940.7720,527.4129,20870.8589,80858.6226,115145.4496,125286.2925,108810.5052,69251.4154,55313.8262,54405.8753,41633.5209,38410.2440,31133.5636,30053.4731,24937.0199,19413.2725,12890.6954,7688.8331,5992.5119,3588.0163,1514.4847,777.1214,785016.5823,847975.6026,1632992.1848,202853.4539,897072.6878,56171.5495,92.5800,28.8700,22.6100,6.2600,12.4200,3.4400,2440.9824
Kakamega,2023,21014.1189,80874.8192,114615.7394,122455.4707,108853.5924,67587.0848,46459.1024,45819.1095,41676.2333,35749.8690,28633.7709,24630.5971,21207.7644,16372.1295,10579.4318,6606.5538,4149.5922,1957.0184,907.1443,493.5234,21118.2154,81344.0124,115042.0517,125836.6454,111705.8037,71467.0557,56791.9504,55580.8489,43259.7036,39879.4958,32167.2614,31087.5965,25938.5745,20385.8374,13678.1453,7998.1830,6121.8159,3588.1823,1506.3735,748.5136,800642.6655,865246.2664,1665888.9319,204351.1659,925253.3811,58334.4776,92.5300,28.3900,22.0900,6.3000,12.2700,3.5000,2440.9824
Kakamega,2024,21266.5004,81555.3914,114877.8470,122354.4376,112126.7922,69975.8676,47779.8748,46276.1346,42880.2596,37057.7891,29662.8019,25478.4107,22058.5562,17226.8630,11225.0476,6729.2096,4465.7496,2018.8825,878.8983,465.9164,21373.4124,82001.7150,115312.1770,125606.2946,114629.2467,73594.1808,58497.4624,56694.4044,44885.8071,41395.2060,33292.3120,32120.7700,26929.7455,21370.2127,14489.2625,8352.2062,6317.5458,3596.2221,1498.4879,728.0659,816361.2300,882684.7370,1699045.9669,206197.0192,953932.6972,60765.4944,92.4900,27.9900,21.6200,6.3700,12.1400,3.5800,2440.9824
Kakamega,2025,21599.0870,82551.0075,115163.1919,121884.6272,115134.7808,72378.9516,49307.7078,46756.9319,43976.8030,38404.0424,30766.7282,26313.2585,22895.3202,18068.4143,11862.7234,6840.5308,4791.3808,2098.9789,850.7085,432.7791,21712.7130,82995.4438,115608.5272,125020.4567,117295.3883,75666.9719,60354.1774,57860.8638,46505.8419,43046.8464,34515.9699,33146.1272,27909.1989,22336.5253,15283.3228,8703.2475,6549.0094,3607.3835,1482.0992,700.2164,832077.9538,900300.3305,1732378.2843,208858.2513,982640.8497,63202.3804,92.4200,27.6900,21.2500,6.4300,12.0600,3.6500,2440.9824
Kericho,2021,12249.3932,47992.3967,62237.0704,64024.3546,56807.2335,44082.5419,37188.7981,35091.0419,28098.3341,22681.7934,19146.4777,12544.0509,10523.1656,7319.0358,4902.8563,3457.5602,1652.6559,836.3468,465.1406,301.5290,11926.9914,46763.7008,60870.8760,64573.3276,57343.1847,45314.7468,38478.7398,35398.7544,22775.9093,20479.1945,18459.5687,12671.9221,11401.9312,7946.8849,5038.7326,3166.3315,2150.5509,1587.3829,968.8445,656.9682,471601.7767,467974.5428,939576.3195,118932.4820,543753.3094,25184.8995,100.7800,26.5000,21.8700,4.6300,12.6600,2.6800,2576.0919
Kericho,2022,12389.1308,47970.2709,61900.5800,64778.3829,58360.5143,45543.2301,37745.7507,35556.6017,28978.7491,23529.5213,19785.8464,13021.1790,11026.8066,7702.9868,5186.9897,3477.4474,1727.9437,841.9567,471.0354,307.9580,12070.3933,46763.5457,60544.0289,65263.1656,58814.6699,46733.2741,39239.8257,36114.1646,23549.7469,21193.2564,19003.8150,13131.3255,11935.2550,8384.6027,5358.3293,3258.7261,2187.3770,1602.2582,1002.7358,681.6357,480302.8814,476832.1314,957135.0128,119193.3407,559351.1218,26104.3930,100.7300,25.9800,21.3100,4.6700,12.4500,2.7300,2576.0919
Kericho,2023,12539.6152,48259.8915,61820.2121,65143.9732,60148.9928,47224.6544,38595.4337,35937.7509,29886.2674,24407.2101,20455.5439,13480.6824,11489.2932,8115.0290,5508.5824,3534.5667,1851.7348,857.2056,454.1051,288.0980,12210.1333,47031.4937,60471.6786,65529.9907,60361.0306,48215.3737,40276.7035,36882.1186,24462.1672,21996.8411,19629.2602,13579.8358,12412.1362,8802.8906,5684.5397,3389.2091,2234.1714,1602.0246,997.1437,656.3646,489998.8425,486425.1067,976423.9492,120041.1338,576359.2151,27057.7457,100.7300,25.5200,20.8300,4.6900,12.2900,2.7700,2576.0919
Kericho,2024,12685.7617,48648.9209,61938.9281,65065.0606,61934.9972,48878.0381,39679.7767,36283.6544,30738.5979,25290.4393,21183.3068,13940.2282,11946.2931,8536.1897,5843.1796,3599.1857,1992.3138,884.0807,439.8406,271.8920,12353.3393,47395.0995,60590.7941,65385.0671,61916.7884,49633.1753,41471.0217,37605.9536,25372.0697,22823.7960,20308.5497,14026.6421,12882.8687,9225.3986,6020.0068,3538.3040,2305.0093,1605.1836,991.6288,638.2128,499780.6850,496088.9089,995869.5940,121083.1214,593677.7852,28128.8375,100.7400,25.1300,20.4000,4.7400,12.1600,2.8200,2576.0919
Kericho,2025,12878.3024,49220.4529,62063.6743,64783.5402,63566.7599,50535.4075,40931.3644,36644.3754,31510.1672,26196.5214,21961.8309,14390.8885,12394.0812,8949.6153,6172.7845,3657.3015,2136.8107,918.8206,425.5634,252.4409,12543.7409,47947.6398,60717.3166,65048.6402,63325.9858,51008.3486,42767.4209,38360.4722,26275.1716,23722.6085,21045.3299,14468.2221,13346.2918,9638.8267,6347.5244,3685.6520,2388.5738,1609.5520,980.3840,613.5215,509590.7032,505841.2232,1015431.9264,122590.1359,611039.6898,29188.9293,100.7400,24.8400,20.0600,4.7800,12.0700,2.8700,2576.0919
Kiambu,2021,35450.5353,138893.0992,143235.2592,127945.9920,119765.2884,154438.9508,152141.8283,137432.9842,116691.3511,88335.4864,70702.7492,55271.9026,37077.4829,20468.5738,12493.2266,8591.1420,4306.2062,2073.0537,1021.2974,589.0506,34705.8979,136075.9155,142701.8467,131316.7445,136093.5837,172725.1939,154201.1474,131131.4710,117436.6685,85391.6730,67505.5260,53726.3874,35336.4891,20678.7663,13954.1204,9450.4191,7273.5594,5055.8611,2544.9291,1441.4641,1426925.4598,1458747.6643,2885673.1241,345125.4478,1926553.5041,68794.3298,97.8200,21.4800,17.9100,3.5700,11.9600,2.3800,2571.5110
Kiambu,2022,35785.1224,138558.7132,142174.7691,129188.1365,122786.6739,159265.5364,154155.2584,139010.6094,120128.8629,91466.4335,72921.8379,57259.4965,38771.2493,21495.1810,13186.7872,8620.1763,4491.3486,2081.6990,1031.6200,600.1031,35054.5607,135809.6238,141652.6983,132450.5895,139310.8314,177818.3763,156978.5153,133542.2544,121204.5719,88199.3578,69356.4726,55558.3956,36907.6653,21768.1467,14804.5400,9702.7996,7379.6903,5090.3818,2627.4203,1492.0244,1452979.6147,1486708.9163,2939688.5310,345208.0201,1977905.7267,71108.5907,97.7300,21.0500,17.4500,3.6000,11.7400,2.4200,2571.5110
Kiambu,2023,36137.1432,139077.2055,141660.8146,129614.2044,126253.9888,164786.2222,157295.9198,140202.3758,123624.4404,94671.9825,75221.3630,59145.4270,40303.4660,22590.6074,13969.7542,8739.9292,4800.8244,2113.8914,991.9526,559.9548,35379.2782,136275.3633,141157.0420,132683.4650,142647.8291,183064.8063,160785.3583,136088.8096,125628.8934,91339.8693,71475.4732,57322.1984,38289.1496,22797.7830,15666.5974,10065.7442,7518.0656,5076.3749,2606.0274,1433.0989,1481761.4673,1517301.2271,2999062.6945,346868.9902,2033535.9632,73542.2150,97.6600,20.6700,17.0600,3.6200,11.5700,2.4500,2571.5110
Kiambu,2024,36468.5622,139854.1298,141579.6372,129133.9387,129678.2634,170154.6990,161348.0814,141226.0167,126854.6023,97867.9915,77710.3380,61012.8169,41802.6263,23702.4084,14779.5923,8876.3401,5151.4398,2174.2304,958.1778,527.0301,35706.1491,136991.0153,141084.8395,132060.8247,145966.4411,188010.1628,165172.1636,138436.4059,129998.1417,94546.7987,73767.9912,59061.0204,39638.8140,23829.6546,16547.3759,10480.5253,7735.3966,5072.4948,2584.5986,1389.7783,1510860.9221,1548080.5921,3058941.5142,349019.8563,2089785.4380,76276.9799,97.6000,20.3500,16.7000,3.6500,11.4100,2.4900,2571.5110
Kiambu,2025,36923.7508,141121.3739,141484.8038,128231.1860,132739.4800,175474.0265,166022.8989,142271.2913,129710.3957,101117.3527,80357.9125,62821.1136,43255.0728,24783.4320,15570.6293,8995.0360,5509.7417,2253.3357,924.4830,487.9689,36160.0171,138219.3323,141002.3564,131030.7764,148895.1504,192727.4412,169905.1205,140854.7736,134284.7598,98016.3676,76243.7452,60759.0691,40952.8953,24829.3444,17399.5520,10886.7498,7993.3956,5071.9899,2548.1443,1332.3355,1540055.2852,1579113.3163,3119168.6015,352424.4740,2146021.6431,78973.3617,97.5300,20.1000,16.4200,3.6800,11.3000,2.5300,2571.5110
Kilifi,2021,23706.2857,92879.8251,114562.0805,110450.3951,96877.2467,73576.4120,58396.9236,47289.8049,37827.2304,33120.8439,27474.5288,21935.2682,16229.4957,11837.1376,8410.7940,5110.8122,3098.2900,1458.2462,572.1695,282.1108,23315.0820,91414.4693,112946.8145,111671.4107,98307.9670,77920.0419,65442.0601,56117.1350,39124.8453,38875.6953,26989.0586,23339.3669,18020.7547,18511.6940,10461.8596,6715.0421,4475.2476,2677.9084,1345.2583,771.3006,785095.9011,828443.0120,1613538.9132,231315.6621,887213.5109,45379.0394,94.7700,31.1900,26.0700,5.1100,14.3400,2.8100,12651.7169
Kilifi,2022,23990.1996,92889.1941,114008.6324,111819.0933,99586.0622,76055.4210,59301.6648,47941.6468,39032.4607,34377.7927,28406.8610,22782.4439,17015.8161,12465.5730,8903.7048,5143.5788,3241.6589,1469.0720,579.8434,288.3349,23608.5720,91465.1656,112406.9073,112933.1114,100891.8086,80401.8479,66770.8996,57284.6864,40476.7162,40255.4053,27800.6195,24200.3208,18874.2829,19543.1857,11132.4366,6915.1561,4554.8800,2704.8390,1393.2398,800.7934,799299.0542,844414.8742,1643713.9284,231953.1313,913465.5151,47127.5376,94.6600,30.5500,25.3900,5.1600,14.1100,2.8700,12651.7169
Kilifi,2023,24291.6547,93488.7230,113910.0013,112502.2377,102684.7556,78892.9961,60656.5335,48471.4665,40268.1402,35673.7383,29378.6770,23595.9704,17736.7869,13138.3518,9460.2916,5230.8103,3475.8410,1496.5614,559.3427,269.9052,23891.6792,92026.9543,112322.9087,113447.4040,103591.9522,82981.6649,68558.5649,58527.2299,42061.2754,41800.1834,28727.3721,25038.6353,19636.7174,20527.8775,11816.0009,7195.4333,4654.8388,2705.9564,1386.2069,771.5147,815182.7851,861670.3703,1676853.1554,233699.0112,941948.8893,49022.7032,94.6000,30.0100,24.8100,5.2000,13.9400,2.9200,12651.7169
Kilifi,2024,24583.5138,94275.8840,114171.6433,112411.4369,105775.8263,81680.6278,62376.9175,48950.6526,41427.3289,36976.2432,30432.5169,24408.6614,18448.7405,13825.6961,10039.2040,5328.9499,3741.6209,1544.3146,542.0752,254.8651,24180.3875,92771.0183,112588.1140,113242.3586,106304.3861,85447.0627,70610.7224,59696.8823,43639.8390,43387.9700,29731.8128,25873.0612,20388.9085,21522.1754,12518.7847,7515.0900,4804.7879,2712.6706,1379.1975,750.5357,831196.7189,879065.7652,1710262.4841,235810.8036,970906.0317,51132.0961,94.5500,29.5500,24.2900,5.2700,13.7900,2.9900,12651.7169
Kilifi,2025,24964.0580,95411.8200,114437.9981,111963.8905,108599.4838,84471.1727,64356.5735,49446.4908,42475.1544,38310.3288,31557.6993,25204.7262,19145.8220,14500.2286,10609.4785,5417.2751,4014.8320,1605.7880,524.7502,236.7554,24560.2754,93880.0678,112860.8257,112698.7753,108760.7965,87834.6198,72832.7189,60912.0338,45204.6608,45110.7129,30819.1486,26696.9985,21128.9456,22494.9743,13204.9477,7830.9000,4981.1967,2721.3035,1364.1351,721.8065,847254.3258,896619.8433,1743874.1690,238816.2212,999863.2895,53233.1687,94.4900,29.2100,23.8800,5.3200,13.6900,3.0500,12651.7169
Kirinyaga,2021,8874.3507,34769.1802,41474.0569,43258.9295,43434.8590,35070.5134,30539.5785,35941.9811,39209.5691,32583.8313,27801.4471,24921.7271,19070.0711,11217.2658,7536.0275,5016.6951,2616.7014,1450.0511,809.0273,494.8524,8825.3297,34602.6153,41252.7690,43552.0013,43334.0460,33642.2001,29965.2056,34823.1839,39255.4545,32546.2637,28188.5964,25702.8700,19626.0902,11633.2050,8792.9357,6396.3551,4037.7674,3238.6326,2297.5197,1492.4049,446090.7157,453205.4462,899296.1619,87071.4760,598507.9590,44178.9703,98.4300,21.9300,14.5500,7.3800,9.6800,4.9100,1556.0479
Kirinyaga,2022,8937.5095,34605.7175,41074.6053,43582.6032,44433.2729,36082.0414,30870.4729,36268.5100,40270.1850,33661.0324,28608.8836,25759.5657,19897.4549,11754.8391,7938.2477,5023.8271,2724.1071,1453.4520,815.7224,503.2099,8893.3656,34454.9925,40856.8725,43830.5515,44258.7296,34551.6705,30432.3067,35379.5881,40420.7794,33539.3872,28896.7280,26520.3215,20454.4899,12220.5281,9310.0299,6554.3552,4089.1363,3254.8059,2367.5301,1541.7411,454265.2595,461827.9095,916093.1690,86891.5851,614280.7867,45576.1648,98.3600,21.5600,14.1500,7.4200,9.4900,4.9800,1556.0479
